instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
17285634,67522,BANKNIFTY26APR55700CE,"BANKNIFTY",0,2026-04-28,55700,0.05,30,CE,NFO-OPT,NFO
17285890,67523,BANKNIFTY26APR55700PE,"BANKNIFTY",0,2026-04-28,55700,0.05,30,PE,NFO-OPT,NFO
17291778,67546,BANKNIFTY26APR56900CE,"BANKNIFTY",0,2026-04-28,56900,0.05,30,CE,NFO-OPT,NFO
17292034,67547,BANKNIFTY26APR56900PE,"BANKNIFTY",0,2026-04-28,56900,0.05,30,PE,NFO-OPT,NFO
17285122,67520,BANKNIFTY26APR55600CE,"BANKNIFTY",0,2026-04-28,55600,0.05,30,CE,NFO-OPT,NFO
17285378,67521,BANKNIFTY26APR55600PE,"BANKNIFTY",0,2026-04-28,55600,0.05,30,PE,NFO-OPT,NFO
17292290,67548,BANKNIFTY26APR57000CE,"BANKNIFTY",0,2026-04-28,57000,0.05,30,CE,NFO-OPT,NFO
17292546,67549,BANKNIFTY26APR57000PE,"BANKNIFTY",0,2026-04-28,57000,0.05,30,PE,NFO-OPT,NFO
17293058,67551,BANKNIFTY26APR57100PE,"BANKNIFTY",0,2026-04-28,57100,0.05,30,PE,NFO-OPT,NFO
17489922,68320,BANKNIFTY26APR69000CE,"BANKNIFTY",0,2026-04-28,69000,0.05,30,CE,NFO-OPT,NFO
17490690,68323,BANKNIFTY26APR69000PE,"BANKNIFTY",0,2026-04-28,69000,0.05,30,PE,NFO-OPT,NFO
17486338,68306,BANKNIFTY26APR68500CE,"BANKNIFTY",0,2026-04-28,68500,0.05,30,CE,NFO-OPT,NFO
17486594,68307,BANKNIFTY26APR68500PE,"BANKNIFTY",0,2026-04-28,68500,0.05,30,PE,NFO-OPT,NFO
17483778,68296,BANKNIFTY26APR68000CE,"BANKNIFTY",0,2026-04-28,68000,0.05,30,CE,NFO-OPT,NFO
17484034,68297,BANKNIFTY26APR68000PE,"BANKNIFTY",0,2026-04-28,68000,0.05,30,PE,NFO-OPT,NFO
17473282,68255,BANKNIFTY26APR67500CE,"BANKNIFTY",0,2026-04-28,67500,0.05,30,CE,NFO-OPT,NFO
17473538,68256,BANKNIFTY26APR67500PE,"BANKNIFTY",0,2026-04-28,67500,0.05,30,PE,NFO-OPT,NFO
17466114,68227,BANKNIFTY26APR67000CE,"BANKNIFTY",0,2026-04-28,67000,0.05,30,CE,NFO-OPT,NFO
17466370,68228,BANKNIFTY26APR67000PE,"BANKNIFTY",0,2026-04-28,67000,0.05,30,PE,NFO-OPT,NFO
17458690,68198,BANKNIFTY26APR66600CE,"BANKNIFTY",0,2026-04-28,66600,0.05,30,CE,NFO-OPT,NFO
17458946,68199,BANKNIFTY26APR66600PE,"BANKNIFTY",0,2026-04-28,66600,0.05,30,PE,NFO-OPT,NFO
17458178,68196,BANKNIFTY26APR66500CE,"BANKNIFTY",0,2026-04-28,66500,0.05,30,CE,NFO-OPT,NFO
17458434,68197,BANKNIFTY26APR66500PE,"BANKNIFTY",0,2026-04-28,66500,0.05,30,PE,NFO-OPT,NFO
17457666,68194,BANKNIFTY26APR66400CE,"BANKNIFTY",0,2026-04-28,66400,0.05,30,CE,NFO-OPT,NFO
17457922,68195,BANKNIFTY26APR66400PE,"BANKNIFTY",0,2026-04-28,66400,0.05,30,PE,NFO-OPT,NFO
17456130,68188,BANKNIFTY26APR66300CE,"BANKNIFTY",0,2026-04-28,66300,0.05,30,CE,NFO-OPT,NFO
17456386,68189,BANKNIFTY26APR66300PE,"BANKNIFTY",0,2026-04-28,66300,0.05,30,PE,NFO-OPT,NFO
17455618,68186,BANKNIFTY26APR66200CE,"BANKNIFTY",0,2026-04-28,66200,0.05,30,CE,NFO-OPT,NFO
17455874,68187,BANKNIFTY26APR66200PE,"BANKNIFTY",0,2026-04-28,66200,0.05,30,PE,NFO-OPT,NFO
17455106,68184,BANKNIFTY26APR66100CE,"BANKNIFTY",0,2026-04-28,66100,0.05,30,CE,NFO-OPT,NFO
17455362,68185,BANKNIFTY26APR66100PE,"BANKNIFTY",0,2026-04-28,66100,0.05,30,PE,NFO-OPT,NFO
17454594,68182,BANKNIFTY26APR66000CE,"BANKNIFTY",0,2026-04-28,66000,0.05,30,CE,NFO-OPT,NFO
17454850,68183,BANKNIFTY26APR66000PE,"BANKNIFTY",0,2026-04-28,66000,0.05,30,PE,NFO-OPT,NFO
17454082,68180,BANKNIFTY26APR65900CE,"BANKNIFTY",0,2026-04-28,65900,0.05,30,CE,NFO-OPT,NFO
17454338,68181,BANKNIFTY26APR65900PE,"BANKNIFTY",0,2026-04-28,65900,0.05,30,PE,NFO-OPT,NFO
17453314,68177,BANKNIFTY26APR65800CE,"BANKNIFTY",0,2026-04-28,65800,0.05,30,CE,NFO-OPT,NFO
17453570,68178,BANKNIFTY26APR65800PE,"BANKNIFTY",0,2026-04-28,65800,0.05,30,PE,NFO-OPT,NFO
17450242,68165,BANKNIFTY26APR65700CE,"BANKNIFTY",0,2026-04-28,65700,0.05,30,CE,NFO-OPT,NFO
17451010,68168,BANKNIFTY26APR65700PE,"BANKNIFTY",0,2026-04-28,65700,0.05,30,PE,NFO-OPT,NFO
17449730,68163,BANKNIFTY26APR65600CE,"BANKNIFTY",0,2026-04-28,65600,0.05,30,CE,NFO-OPT,NFO
17449986,68164,BANKNIFTY26APR65600PE,"BANKNIFTY",0,2026-04-28,65600,0.05,30,PE,NFO-OPT,NFO
17447938,68156,BANKNIFTY26APR65500CE,"BANKNIFTY",0,2026-04-28,65500,0.05,30,CE,NFO-OPT,NFO
17449218,68161,BANKNIFTY26APR65500PE,"BANKNIFTY",0,2026-04-28,65500,0.05,30,PE,NFO-OPT,NFO
17404418,67986,BANKNIFTY26APR65400CE,"BANKNIFTY",0,2026-04-28,65400,0.05,30,CE,NFO-OPT,NFO
17447682,68155,BANKNIFTY26APR65400PE,"BANKNIFTY",0,2026-04-28,65400,0.05,30,PE,NFO-OPT,NFO
17403650,67983,BANKNIFTY26APR65300CE,"BANKNIFTY",0,2026-04-28,65300,0.05,30,CE,NFO-OPT,NFO
17403906,67984,BANKNIFTY26APR65300PE,"BANKNIFTY",0,2026-04-28,65300,0.05,30,PE,NFO-OPT,NFO
17403138,67981,BANKNIFTY26APR65200CE,"BANKNIFTY",0,2026-04-28,65200,0.05,30,CE,NFO-OPT,NFO
17403394,67982,BANKNIFTY26APR65200PE,"BANKNIFTY",0,2026-04-28,65200,0.05,30,PE,NFO-OPT,NFO
17389826,67929,BANKNIFTY26APR65100CE,"BANKNIFTY",0,2026-04-28,65100,0.05,30,CE,NFO-OPT,NFO
17392642,67940,BANKNIFTY26APR65100PE,"BANKNIFTY",0,2026-04-28,65100,0.05,30,PE,NFO-OPT,NFO
17389314,67927,BANKNIFTY26APR65000CE,"BANKNIFTY",0,2026-04-28,65000,0.05,30,CE,NFO-OPT,NFO
17389570,67928,BANKNIFTY26APR65000PE,"BANKNIFTY",0,2026-04-28,65000,0.05,30,PE,NFO-OPT,NFO
17388802,67925,BANKNIFTY26APR64900CE,"BANKNIFTY",0,2026-04-28,64900,0.05,30,CE,NFO-OPT,NFO
17389058,67926,BANKNIFTY26APR64900PE,"BANKNIFTY",0,2026-04-28,64900,0.05,30,PE,NFO-OPT,NFO
17388290,67923,BANKNIFTY26APR64800CE,"BANKNIFTY",0,2026-04-28,64800,0.05,30,CE,NFO-OPT,NFO
17388546,67924,BANKNIFTY26APR64800PE,"BANKNIFTY",0,2026-04-28,64800,0.05,30,PE,NFO-OPT,NFO
17387778,67921,BANKNIFTY26APR64700CE,"BANKNIFTY",0,2026-04-28,64700,0.05,30,CE,NFO-OPT,NFO
17388034,67922,BANKNIFTY26APR64700PE,"BANKNIFTY",0,2026-04-28,64700,0.05,30,PE,NFO-OPT,NFO
17387266,67919,BANKNIFTY26APR64600CE,"BANKNIFTY",0,2026-04-28,64600,0.05,30,CE,NFO-OPT,NFO
17387522,67920,BANKNIFTY26APR64600PE,"BANKNIFTY",0,2026-04-28,64600,0.05,30,PE,NFO-OPT,NFO
17386754,67917,BANKNIFTY26APR64500CE,"BANKNIFTY",0,2026-04-28,64500,0.05,30,CE,NFO-OPT,NFO
17387010,67918,BANKNIFTY26APR64500PE,"BANKNIFTY",0,2026-04-28,64500,0.05,30,PE,NFO-OPT,NFO
17386242,67915,BANKNIFTY26APR64400CE,"BANKNIFTY",0,2026-04-28,64400,0.05,30,CE,NFO-OPT,NFO
17386498,67916,BANKNIFTY26APR64400PE,"BANKNIFTY",0,2026-04-28,64400,0.05,30,PE,NFO-OPT,NFO
17380610,67893,BANKNIFTY26APR64300CE,"BANKNIFTY",0,2026-04-28,64300,0.05,30,CE,NFO-OPT,NFO
17380866,67894,BANKNIFTY26APR64300PE,"BANKNIFTY",0,2026-04-28,64300,0.05,30,PE,NFO-OPT,NFO
17380098,67891,BANKNIFTY26APR64200CE,"BANKNIFTY",0,2026-04-28,64200,0.05,30,CE,NFO-OPT,NFO
17380354,67892,BANKNIFTY26APR64200PE,"BANKNIFTY",0,2026-04-28,64200,0.05,30,PE,NFO-OPT,NFO
17379586,67889,BANKNIFTY26APR64100CE,"BANKNIFTY",0,2026-04-28,64100,0.05,30,CE,NFO-OPT,NFO
17379842,67890,BANKNIFTY26APR64100PE,"BANKNIFTY",0,2026-04-28,64100,0.05,30,PE,NFO-OPT,NFO
17379074,67887,BANKNIFTY26APR64000CE,"BANKNIFTY",0,2026-04-28,64000,0.05,30,CE,NFO-OPT,NFO
17379330,67888,BANKNIFTY26APR64000PE,"BANKNIFTY",0,2026-04-28,64000,0.05,30,PE,NFO-OPT,NFO
17378562,67885,BANKNIFTY26APR63900CE,"BANKNIFTY",0,2026-04-28,63900,0.05,30,CE,NFO-OPT,NFO
17378818,67886,BANKNIFTY26APR63900PE,"BANKNIFTY",0,2026-04-28,63900,0.05,30,PE,NFO-OPT,NFO
17378050,67883,BANKNIFTY26APR63800CE,"BANKNIFTY",0,2026-04-28,63800,0.05,30,CE,NFO-OPT,NFO
17378306,67884,BANKNIFTY26APR63800PE,"BANKNIFTY",0,2026-04-28,63800,0.05,30,PE,NFO-OPT,NFO
17377538,67881,BANKNIFTY26APR63700CE,"BANKNIFTY",0,2026-04-28,63700,0.05,30,CE,NFO-OPT,NFO
17377794,67882,BANKNIFTY26APR63700PE,"BANKNIFTY",0,2026-04-28,63700,0.05,30,PE,NFO-OPT,NFO
17377026,67879,BANKNIFTY26APR63600CE,"BANKNIFTY",0,2026-04-28,63600,0.05,30,CE,NFO-OPT,NFO
17377282,67880,BANKNIFTY26APR63600PE,"BANKNIFTY",0,2026-04-28,63600,0.05,30,PE,NFO-OPT,NFO
17376514,67877,BANKNIFTY26APR63500CE,"BANKNIFTY",0,2026-04-28,63500,0.05,30,CE,NFO-OPT,NFO
17376770,67878,BANKNIFTY26APR63500PE,"BANKNIFTY",0,2026-04-28,63500,0.05,30,PE,NFO-OPT,NFO
17373698,67866,BANKNIFTY26APR63400CE,"BANKNIFTY",0,2026-04-28,63400,0.05,30,CE,NFO-OPT,NFO
17373954,67867,BANKNIFTY26APR63400PE,"BANKNIFTY",0,2026-04-28,63400,0.05,30,PE,NFO-OPT,NFO
17372930,67863,BANKNIFTY26APR63300CE,"BANKNIFTY",0,2026-04-28,63300,0.05,30,CE,NFO-OPT,NFO
17373186,67864,BANKNIFTY26APR63300PE,"BANKNIFTY",0,2026-04-28,63300,0.05,30,PE,NFO-OPT,NFO
17372162,67860,BANKNIFTY26APR63200CE,"BANKNIFTY",0,2026-04-28,63200,0.05,30,CE,NFO-OPT,NFO
17372418,67861,BANKNIFTY26APR63200PE,"BANKNIFTY",0,2026-04-28,63200,0.05,30,PE,NFO-OPT,NFO
17371650,67858,BANKNIFTY26APR63100CE,"BANKNIFTY",0,2026-04-28,63100,0.05,30,CE,NFO-OPT,NFO
17371906,67859,BANKNIFTY26APR63100PE,"BANKNIFTY",0,2026-04-28,63100,0.05,30,PE,NFO-OPT,NFO
17371138,67856,BANKNIFTY26APR63000CE,"BANKNIFTY",0,2026-04-28,63000,0.05,30,CE,NFO-OPT,NFO
17371394,67857,BANKNIFTY26APR63000PE,"BANKNIFTY",0,2026-04-28,63000,0.05,30,PE,NFO-OPT,NFO
17366530,67838,BANKNIFTY26APR62900CE,"BANKNIFTY",0,2026-04-28,62900,0.05,30,CE,NFO-OPT,NFO
17367554,67842,BANKNIFTY26APR62900PE,"BANKNIFTY",0,2026-04-28,62900,0.05,30,PE,NFO-OPT,NFO
17365762,67835,BANKNIFTY26APR62800CE,"BANKNIFTY",0,2026-04-28,62800,0.05,30,CE,NFO-OPT,NFO
17366274,67837,BANKNIFTY26APR62800PE,"BANKNIFTY",0,2026-04-28,62800,0.05,30,PE,NFO-OPT,NFO
17365250,67833,BANKNIFTY26APR62700CE,"BANKNIFTY",0,2026-04-28,62700,0.05,30,CE,NFO-OPT,NFO
17365506,67834,BANKNIFTY26APR62700PE,"BANKNIFTY",0,2026-04-28,62700,0.05,30,PE,NFO-OPT,NFO
17364738,67831,BANKNIFTY26APR62600CE,"BANKNIFTY",0,2026-04-28,62600,0.05,30,CE,NFO-OPT,NFO
17364994,67832,BANKNIFTY26APR62600PE,"BANKNIFTY",0,2026-04-28,62600,0.05,30,PE,NFO-OPT,NFO
17363970,67828,BANKNIFTY26APR62500CE,"BANKNIFTY",0,2026-04-28,62500,0.05,30,CE,NFO-OPT,NFO
17364226,67829,BANKNIFTY26APR62500PE,"BANKNIFTY",0,2026-04-28,62500,0.05,30,PE,NFO-OPT,NFO
17362946,67824,BANKNIFTY26APR62400CE,"BANKNIFTY",0,2026-04-28,62400,0.05,30,CE,NFO-OPT,NFO
17363202,67825,BANKNIFTY26APR62400PE,"BANKNIFTY",0,2026-04-28,62400,0.05,30,PE,NFO-OPT,NFO
17362178,67821,BANKNIFTY26APR62300CE,"BANKNIFTY",0,2026-04-28,62300,0.05,30,CE,NFO-OPT,NFO
17362434,67822,BANKNIFTY26APR62300PE,"BANKNIFTY",0,2026-04-28,62300,0.05,30,PE,NFO-OPT,NFO
17361666,67819,BANKNIFTY26APR62200CE,"BANKNIFTY",0,2026-04-28,62200,0.05,30,CE,NFO-OPT,NFO
17361922,67820,BANKNIFTY26APR62200PE,"BANKNIFTY",0,2026-04-28,62200,0.05,30,PE,NFO-OPT,NFO
17360898,67816,BANKNIFTY26APR62100CE,"BANKNIFTY",0,2026-04-28,62100,0.05,30,CE,NFO-OPT,NFO
17361410,67818,BANKNIFTY26APR62100PE,"BANKNIFTY",0,2026-04-28,62100,0.05,30,PE,NFO-OPT,NFO
17356546,67799,BANKNIFTY26APR62000CE,"BANKNIFTY",0,2026-04-28,62000,0.05,30,CE,NFO-OPT,NFO
17360642,67815,BANKNIFTY26APR62000PE,"BANKNIFTY",0,2026-04-28,62000,0.05,30,PE,NFO-OPT,NFO
17356034,67797,BANKNIFTY26APR61900CE,"BANKNIFTY",0,2026-04-28,61900,0.05,30,CE,NFO-OPT,NFO
17356290,67798,BANKNIFTY26APR61900PE,"BANKNIFTY",0,2026-04-28,61900,0.05,30,PE,NFO-OPT,NFO
17355010,67793,BANKNIFTY26APR61800CE,"BANKNIFTY",0,2026-04-28,61800,0.05,30,CE,NFO-OPT,NFO
17355778,67796,BANKNIFTY26APR61800PE,"BANKNIFTY",0,2026-04-28,61800,0.05,30,PE,NFO-OPT,NFO
17354498,67791,BANKNIFTY26APR61700CE,"BANKNIFTY",0,2026-04-28,61700,0.05,30,CE,NFO-OPT,NFO
17354754,67792,BANKNIFTY26APR61700PE,"BANKNIFTY",0,2026-04-28,61700,0.05,30,PE,NFO-OPT,NFO
17352706,67784,BANKNIFTY26APR61600CE,"BANKNIFTY",0,2026-04-28,61600,0.05,30,CE,NFO-OPT,NFO
17353218,67786,BANKNIFTY26APR61600PE,"BANKNIFTY",0,2026-04-28,61600,0.05,30,PE,NFO-OPT,NFO
17351170,67778,BANKNIFTY26APR61500CE,"BANKNIFTY",0,2026-04-28,61500,0.05,30,CE,NFO-OPT,NFO
17351682,67780,BANKNIFTY26APR61500PE,"BANKNIFTY",0,2026-04-28,61500,0.05,30,PE,NFO-OPT,NFO
17349890,67773,BANKNIFTY26APR61400CE,"BANKNIFTY",0,2026-04-28,61400,0.05,30,CE,NFO-OPT,NFO
17350146,67774,BANKNIFTY26APR61400PE,"BANKNIFTY",0,2026-04-28,61400,0.05,30,PE,NFO-OPT,NFO
17348866,67769,BANKNIFTY26APR61300CE,"BANKNIFTY",0,2026-04-28,61300,0.05,30,CE,NFO-OPT,NFO
17349634,67772,BANKNIFTY26APR61300PE,"BANKNIFTY",0,2026-04-28,61300,0.05,30,PE,NFO-OPT,NFO
17348354,67767,BANKNIFTY26APR61200CE,"BANKNIFTY",0,2026-04-28,61200,0.05,30,CE,NFO-OPT,NFO
17348610,67768,BANKNIFTY26APR61200PE,"BANKNIFTY",0,2026-04-28,61200,0.05,30,PE,NFO-OPT,NFO
17347330,67763,BANKNIFTY26APR61100CE,"BANKNIFTY",0,2026-04-28,61100,0.05,30,CE,NFO-OPT,NFO
17348098,67766,BANKNIFTY26APR61100PE,"BANKNIFTY",0,2026-04-28,61100,0.05,30,PE,NFO-OPT,NFO
17346818,67761,BANKNIFTY26APR61000CE,"BANKNIFTY",0,2026-04-28,61000,0.05,30,CE,NFO-OPT,NFO
17347074,67762,BANKNIFTY26APR61000PE,"BANKNIFTY",0,2026-04-28,61000,0.05,30,PE,NFO-OPT,NFO
17339394,67732,BANKNIFTY26APR60900CE,"BANKNIFTY",0,2026-04-28,60900,0.05,30,CE,NFO-OPT,NFO
17345538,67756,BANKNIFTY26APR60900PE,"BANKNIFTY",0,2026-04-28,60900,0.05,30,PE,NFO-OPT,NFO
17338882,67730,BANKNIFTY26APR60800CE,"BANKNIFTY",0,2026-04-28,60800,0.05,30,CE,NFO-OPT,NFO
17339138,67731,BANKNIFTY26APR60800PE,"BANKNIFTY",0,2026-04-28,60800,0.05,30,PE,NFO-OPT,NFO
17338370,67728,BANKNIFTY26APR60700CE,"BANKNIFTY",0,2026-04-28,60700,0.05,30,CE,NFO-OPT,NFO
17338626,67729,BANKNIFTY26APR60700PE,"BANKNIFTY",0,2026-04-28,60700,0.05,30,PE,NFO-OPT,NFO
17337858,67726,BANKNIFTY26APR60600CE,"BANKNIFTY",0,2026-04-28,60600,0.05,30,CE,NFO-OPT,NFO
17338114,67727,BANKNIFTY26APR60600PE,"BANKNIFTY",0,2026-04-28,60600,0.05,30,PE,NFO-OPT,NFO
17337346,67724,BANKNIFTY26APR60500CE,"BANKNIFTY",0,2026-04-28,60500,0.05,30,CE,NFO-OPT,NFO
17337602,67725,BANKNIFTY26APR60500PE,"BANKNIFTY",0,2026-04-28,60500,0.05,30,PE,NFO-OPT,NFO
17336834,67722,BANKNIFTY26APR60400CE,"BANKNIFTY",0,2026-04-28,60400,0.05,30,CE,NFO-OPT,NFO
17337090,67723,BANKNIFTY26APR60400PE,"BANKNIFTY",0,2026-04-28,60400,0.05,30,PE,NFO-OPT,NFO
17336322,67720,BANKNIFTY26APR60300CE,"BANKNIFTY",0,2026-04-28,60300,0.05,30,CE,NFO-OPT,NFO
17336578,67721,BANKNIFTY26APR60300PE,"BANKNIFTY",0,2026-04-28,60300,0.05,30,PE,NFO-OPT,NFO
17335810,67718,BANKNIFTY26APR60200CE,"BANKNIFTY",0,2026-04-28,60200,0.05,30,CE,NFO-OPT,NFO
17336066,67719,BANKNIFTY26APR60200PE,"BANKNIFTY",0,2026-04-28,60200,0.05,30,PE,NFO-OPT,NFO
17335298,67716,BANKNIFTY26APR60100CE,"BANKNIFTY",0,2026-04-28,60100,0.05,30,CE,NFO-OPT,NFO
17335554,67717,BANKNIFTY26APR60100PE,"BANKNIFTY",0,2026-04-28,60100,0.05,30,PE,NFO-OPT,NFO
17334786,67714,BANKNIFTY26APR60000CE,"BANKNIFTY",0,2026-04-28,60000,0.05,30,CE,NFO-OPT,NFO
17335042,67715,BANKNIFTY26APR60000PE,"BANKNIFTY",0,2026-04-28,60000,0.05,30,PE,NFO-OPT,NFO
17334274,67712,BANKNIFTY26APR59900CE,"BANKNIFTY",0,2026-04-28,59900,0.05,30,CE,NFO-OPT,NFO
17334530,67713,BANKNIFTY26APR59900PE,"BANKNIFTY",0,2026-04-28,59900,0.05,30,PE,NFO-OPT,NFO
17333762,67710,BANKNIFTY26APR59800CE,"BANKNIFTY",0,2026-04-28,59800,0.05,30,CE,NFO-OPT,NFO
17334018,67711,BANKNIFTY26APR59800PE,"BANKNIFTY",0,2026-04-28,59800,0.05,30,PE,NFO-OPT,NFO
17333250,67708,BANKNIFTY26APR59700CE,"BANKNIFTY",0,2026-04-28,59700,0.05,30,CE,NFO-OPT,NFO
17333506,67709,BANKNIFTY26APR59700PE,"BANKNIFTY",0,2026-04-28,59700,0.05,30,PE,NFO-OPT,NFO
17332738,67706,BANKNIFTY26APR59600CE,"BANKNIFTY",0,2026-04-28,59600,0.05,30,CE,NFO-OPT,NFO
17332994,67707,BANKNIFTY26APR59600PE,"BANKNIFTY",0,2026-04-28,59600,0.05,30,PE,NFO-OPT,NFO
17332226,67704,BANKNIFTY26APR59500CE,"BANKNIFTY",0,2026-04-28,59500,0.05,30,CE,NFO-OPT,NFO
17332482,67705,BANKNIFTY26APR59500PE,"BANKNIFTY",0,2026-04-28,59500,0.05,30,PE,NFO-OPT,NFO
17331714,67702,BANKNIFTY26APR59400CE,"BANKNIFTY",0,2026-04-28,59400,0.05,30,CE,NFO-OPT,NFO
17331970,67703,BANKNIFTY26APR59400PE,"BANKNIFTY",0,2026-04-28,59400,0.05,30,PE,NFO-OPT,NFO
17331202,67700,BANKNIFTY26APR59300CE,"BANKNIFTY",0,2026-04-28,59300,0.05,30,CE,NFO-OPT,NFO
17331458,67701,BANKNIFTY26APR59300PE,"BANKNIFTY",0,2026-04-28,59300,0.05,30,PE,NFO-OPT,NFO
17330690,67698,BANKNIFTY26APR59200CE,"BANKNIFTY",0,2026-04-28,59200,0.05,30,CE,NFO-OPT,NFO
17330946,67699,BANKNIFTY26APR59200PE,"BANKNIFTY",0,2026-04-28,59200,0.05,30,PE,NFO-OPT,NFO
17330178,67696,BANKNIFTY26APR59100CE,"BANKNIFTY",0,2026-04-28,59100,0.05,30,CE,NFO-OPT,NFO
17330434,67697,BANKNIFTY26APR59100PE,"BANKNIFTY",0,2026-04-28,59100,0.05,30,PE,NFO-OPT,NFO
17329666,67694,BANKNIFTY26APR59000CE,"BANKNIFTY",0,2026-04-28,59000,0.05,30,CE,NFO-OPT,NFO
17329922,67695,BANKNIFTY26APR59000PE,"BANKNIFTY",0,2026-04-28,59000,0.05,30,PE,NFO-OPT,NFO
17327874,67687,BANKNIFTY26APR58900CE,"BANKNIFTY",0,2026-04-28,58900,0.05,30,CE,NFO-OPT,NFO
17328130,67688,BANKNIFTY26APR58900PE,"BANKNIFTY",0,2026-04-28,58900,0.05,30,PE,NFO-OPT,NFO
17315586,67639,BANKNIFTY26APR58800CE,"BANKNIFTY",0,2026-04-28,58800,0.05,30,CE,NFO-OPT,NFO
17327618,67686,BANKNIFTY26APR58800PE,"BANKNIFTY",0,2026-04-28,58800,0.05,30,PE,NFO-OPT,NFO
17315074,67637,BANKNIFTY26APR58700CE,"BANKNIFTY",0,2026-04-28,58700,0.05,30,CE,NFO-OPT,NFO
17315330,67638,BANKNIFTY26APR58700PE,"BANKNIFTY",0,2026-04-28,58700,0.05,30,PE,NFO-OPT,NFO
17314562,67635,BANKNIFTY26APR58600CE,"BANKNIFTY",0,2026-04-28,58600,0.05,30,CE,NFO-OPT,NFO
17314818,67636,BANKNIFTY26APR58600PE,"BANKNIFTY",0,2026-04-28,58600,0.05,30,PE,NFO-OPT,NFO
17314050,67633,BANKNIFTY26APR58500CE,"BANKNIFTY",0,2026-04-28,58500,0.05,30,CE,NFO-OPT,NFO
17314306,67634,BANKNIFTY26APR58500PE,"BANKNIFTY",0,2026-04-28,58500,0.05,30,PE,NFO-OPT,NFO
17313538,67631,BANKNIFTY26APR58400CE,"BANKNIFTY",0,2026-04-28,58400,0.05,30,CE,NFO-OPT,NFO
17313794,67632,BANKNIFTY26APR58400PE,"BANKNIFTY",0,2026-04-28,58400,0.05,30,PE,NFO-OPT,NFO
17313026,67629,BANKNIFTY26APR58300CE,"BANKNIFTY",0,2026-04-28,58300,0.05,30,CE,NFO-OPT,NFO
17313282,67630,BANKNIFTY26APR58300PE,"BANKNIFTY",0,2026-04-28,58300,0.05,30,PE,NFO-OPT,NFO
17312514,67627,BANKNIFTY26APR58200CE,"BANKNIFTY",0,2026-04-28,58200,0.05,30,CE,NFO-OPT,NFO
17312770,67628,BANKNIFTY26APR58200PE,"BANKNIFTY",0,2026-04-28,58200,0.05,30,PE,NFO-OPT,NFO
17311746,67624,BANKNIFTY26APR58100CE,"BANKNIFTY",0,2026-04-28,58100,0.05,30,CE,NFO-OPT,NFO
17312258,67626,BANKNIFTY26APR58100PE,"BANKNIFTY",0,2026-04-28,58100,0.05,30,PE,NFO-OPT,NFO
17308418,67611,BANKNIFTY26APR58000CE,"BANKNIFTY",0,2026-04-28,58000,0.05,30,CE,NFO-OPT,NFO
17308674,67612,BANKNIFTY26APR58000PE,"BANKNIFTY",0,2026-04-28,58000,0.05,30,PE,NFO-OPT,NFO
17306626,67604,BANKNIFTY26APR57900CE,"BANKNIFTY",0,2026-04-28,57900,0.05,30,CE,NFO-OPT,NFO
17306882,67605,BANKNIFTY26APR57900PE,"BANKNIFTY",0,2026-04-28,57900,0.05,30,PE,NFO-OPT,NFO
17305602,67600,BANKNIFTY26APR57800CE,"BANKNIFTY",0,2026-04-28,57800,0.05,30,CE,NFO-OPT,NFO
17305858,67601,BANKNIFTY26APR57800PE,"BANKNIFTY",0,2026-04-28,57800,0.05,30,PE,NFO-OPT,NFO
17295874,67562,BANKNIFTY26APR57700CE,"BANKNIFTY",0,2026-04-28,57700,0.05,30,CE,NFO-OPT,NFO
17296130,67563,BANKNIFTY26APR57700PE,"BANKNIFTY",0,2026-04-28,57700,0.05,30,PE,NFO-OPT,NFO
17295362,67560,BANKNIFTY26APR57600CE,"BANKNIFTY",0,2026-04-28,57600,0.05,30,CE,NFO-OPT,NFO
17295618,67561,BANKNIFTY26APR57600PE,"BANKNIFTY",0,2026-04-28,57600,0.05,30,PE,NFO-OPT,NFO
17294850,67558,BANKNIFTY26APR57500CE,"BANKNIFTY",0,2026-04-28,57500,0.05,30,CE,NFO-OPT,NFO
17295106,67559,BANKNIFTY26APR57500PE,"BANKNIFTY",0,2026-04-28,57500,0.05,30,PE,NFO-OPT,NFO
17294338,67556,BANKNIFTY26APR57400CE,"BANKNIFTY",0,2026-04-28,57400,0.05,30,CE,NFO-OPT,NFO
17294594,67557,BANKNIFTY26APR57400PE,"BANKNIFTY",0,2026-04-28,57400,0.05,30,PE,NFO-OPT,NFO
17293826,67554,BANKNIFTY26APR57300CE,"BANKNIFTY",0,2026-04-28,57300,0.05,30,CE,NFO-OPT,NFO
17294082,67555,BANKNIFTY26APR57300PE,"BANKNIFTY",0,2026-04-28,57300,0.05,30,PE,NFO-OPT,NFO
17293314,67552,BANKNIFTY26APR57200CE,"BANKNIFTY",0,2026-04-28,57200,0.05,30,CE,NFO-OPT,NFO
17293570,67553,BANKNIFTY26APR57200PE,"BANKNIFTY",0,2026-04-28,57200,0.05,30,PE,NFO-OPT,NFO
17292802,67550,BANKNIFTY26APR57100CE,"BANKNIFTY",0,2026-04-28,57100,0.05,30,CE,NFO-OPT,NFO
17284098,67516,BANKNIFTY26APR55500CE,"BANKNIFTY",0,2026-04-28,55500,0.05,30,CE,NFO-OPT,NFO
